21_JUMP_STREET_DVS36.avi	18	89	On an obstacle course, SOMEONE finishes a tire run then roots for SOMEONE.
21_JUMP_STREET_DVS42.avi	8	48	As SOMEONE finishes the tire run
21_JUMP_STREET_DVS73.avi	13	64	The biker knocks him over and runs off.
21_JUMP_STREET_DVS135.avi	27	61	SOMEONE runs back to him.
21_JUMP_STREET_DVS182.avi	39	99	Now the two cops run down a hall.
21_JUMP_STREET_DVS225.avi	0	0	SOMEONE run into a school band practice and trips over free-standing cymbals.
21_JUMP_STREET_DVS269.avi	0	0	They high five. Later they run from a liquor store with carts full of beer and booze. Now they make punch.
21_JUMP_STREET_DVS345.avi	0	0	Then run to a safe distance. The bottle explodes.
21_JUMP_STREET_DVS427.avi	105	123	SOMEONE spots him running away.
21_JUMP_STREET_DVS448.avi	0	0	The truck runs over his legs.
21_JUMP_STREET_DVS462.avi	62	99	SOMEONE runs off.
21_JUMP_STREET_DVS464.avi	0	0	SOMEONE runs on stage.
21_JUMP_STREET_DVS582.avi	0	0	He runs around it. SOMEONE scrambles into the kitchen.
30_MINUTES_OR_LESS_DVS157.avi	28	116	SOMEONE and SOMEONE watch from inside the van as SOMEONE runs past the entrance.
30_MINUTES_OR_LESS_DVS161.avi	92	136	SOMEONE talks on his cell as he runs into the building with the flower store.
30_MINUTES_OR_LESS_DVS210.avi	1	32	They run through an alley.
30_MINUTES_OR_LESS_DVS251.avi	122	147	The Mustang pulls over and SOMEONE runs a safe distance away.
30_MINUTES_OR_LESS_DVS313.avi	38	87	SOMEONE runs down a path strewn with garbage.
30_MINUTES_OR_LESS_DVS337.avi	1	59	SOMEONE runs back with the bag.
40_YEAR_OLD_VIRGIN_DVS218.avi	94	144	As SOMEONE rides, SOMEONE runs to him.
40_YEAR_OLD_VIRGIN_DVS228.avi	0	0	SOMEONE runs her fingertips between the straps of her white camisole. As SOMEONE beams.
500DAYSOFSUMMER_DVS227.avi	1	46	SOMEONE's little sister runs of to join her football team on the pitch.
500DAYSOFSUMMER_DVS395.avi	14	69	He is running down the stairs.
A_GOOD_DAY_TO_DIE_HARD_DVS516.avi	0	0	The agent fires back, then drops the blonde man's body and runs to his father.
A_GOOD_DAY_TO_DIE_HARD_DVS527.avi	82	177	Now SOMEONE scurries across the rooftop, to the waiting chopper. The bald man runs up to him.
A_GOOD_DAY_TO_DIE_HARD_DVS541.avi	108	140	They scramble to their feet and run through the room. Machine gun fire whizzes by, narrowly missing them.
A_GOOD_DAY_TO_DIE_HARD_DVS560.avi	0	0	They run across an empty street, as a police cruiser whizzes by.
A_GOOD_DAY_TO_DIE_HARD_DVS727.avi	0	0	He tucks radio into his breast pocket as she runs out of the vault.
A_GOOD_DAY_TO_DIE_HARD_DVS789.avi	0	0	Outside, SOMEONE yanks the bald thug’s weapon away and runs toward the building.
