21_JUMP_STREET_DVS418.avi	1	11	As he jumps up and down on the hood his cohorts get off their bikes and watch. SOMEONE observes an instruction card, before you drive fasten seatbelt, check mirrors, hands on ten and two.
21_JUMP_STREET_DVS437.avi	51	82	they jump out and run on foot.
21_JUMP_STREET_DVS665.avi	76	114	SOMEONE nods tearfully. They jump up and slap palms. SOMEONE clutches his bleeding shoulder. SOMEONE massages his own hand.
30_MINUTES_OR_LESS_DVS100.avi	36	75	SOMEONE does some clumsy jump kicks.
A_GOOD_DAY_TO_DIE_HARD_DVS304.avi	0	0	Crushing windshields, SOMEONE barrels over several more vehicles, then jumps the center barrier.
A_GOOD_DAY_TO_DIE_HARD_DVS529.avi	110	133	Inside the hotel, SOMEONE and SOMEONE jump over the bar and cross the hazy room.
ABRAHAM_LINCOLN_VAMPIRE_HUNTER_DVS640.avi	0	0	SOMEONE and SOMEONE notice the track collapsing above them. Each clings to a pillar as the locomotive lands on the lower level. They jump into the open trailer of the locomotive's coal car. As the remaining bridge buckles, the locomotive struggles to climb the increasingly inclined track. SOMEONE peeks over the side glimpsing the burning structure underneath. He and SOMEONE make their way across the engine. The locomotive’s wheels spin kicking up sparks. Before the engine reaches the end, the bridge underneath it splits from the final portion of the track. SOMEONE and SOMEONE brace themselves, clinging to the engine. More sparks fly as the train begins to slide backward. Just before it slips off the edge, the locomotive starts to climb the angled track.
BAD_TEACHER_DVS133.avi	114	140	Sticking the joint between his lips he jumps up and grabs the rope. Clutching, he awkwardly dangles a few feet off the ground, then let's himself drop.
BATTLE_LOS_ANGELES_DVS682.avi	1	13	He jumps down.
BIG_MOMMAS_LIKE_FATHER_LIKE_SON_DVS119.avi	103	118	SOMEONE<Dmitri> shoots through the windshield, then jumps away as the SUV closes in. The vehicle breaks the gate and speeds off. SOMEONE<Chirkoff> glares.
BIG_MOMMAS_LIKE_FATHER_LIKE_SON_DVS104.avi	0	0	SOMEONE<Chirkoff> yanks the informant away and SOMEONE<Vlad> jumps out from a hiding place. As the henchmen shoots at SOMEONE<Malcolm>, SOMEONE<Dmitri> frees himself. SOMEONE<Canetti> runs off.
BRUNO_DVS52.avi	373	388	He sobers instantly, and dramatically wags his finger at SOMEONE. The agent responds with a bemused frown. His script at his side, SOMEONE shifts his haunted wide-eyed gaze. Turning his back on SOMEONE, he crouches, revealing a red thong. He jumps around to face the agent.
CAPTAIN_AMERICA_DVS134.avi	0	0	The recruits jump to their feet and perform jumping jacks.
CAPTAIN_AMERICA_DVS218.avi	0	0	SOMEONE dashes past a man who provides covering fire, then jumps into a waiting car. Pursuing agents shoot the gunman as SOMEONE's car speeds away. SOMEONE cuts down the agents with machine gun fire as he passes, then grabs his wounded shoulder. SOMEONE runs into the street and aims her pistol as SOMEONE flicks his lighter causing a car parked behind her to explode.
CAPTAIN_AMERICA_DVS230.avi	0	0	SOMEONE leaps onto the roof of an oncoming car, then jumps from vehicle to vehicle.
CHARLIE_ST_CLOUD_DVS43.avi	0	0	He furiously scribbles notes. Now, outside, SOMEONE climbs out a window and pauses on a ledge. He hops down to the Splendid Splinter which sits with its sails lowered, then jumps down to the shadowy driveway.
CHARLIE_ST_CLOUD_DVS163.avi	69	90	then gives it a light karate chop. Grabbing onto it, he jumps up onto the edge of the deck. He leans back and tugs on the line. He remembers holding a line on his own boat.
