30_MINUTES_OR_LESS_DVS55.avi	0	0	He nods.
30_MINUTES_OR_LESS_DVS181.avi	1	18	She nods.
30_MINUTES_OR_LESS_DVS266.avi	113	130	SOMEONE shifts his gaze then nods understandingly.
500DAYSOFSUMMER_DVS84.avi	1	21	He nods and wipes wine off his face.
A_GOOD_DAY_TO_DIE_HARD_DVS458.avi	0	0	SOMEONE faces him distractedly, then nods.
A_THOUSAND_WORDS_DVS218.avi	1	17	He nods vigorously.
A_THOUSAND_WORDS_DVS225.avi	2	27	He nods. Back at the office, Samantha chases him.
A_THOUSAND_WORDS_DVS273.avi	41	62	SOMEONE nods once, then nods again.
A_THOUSAND_WORDS_DVS453.avi	6	36	He nods more vigorously, then stares into his mother's eyes.
ABRAHAM_LINCOLN_VAMPIRE_HUNTER_DVS218.avi	47	86	She nods. SOMEONE takes her cup and sets it down then takes her hands in his.
BAD_TEACHER_DVS310.avi	0	0	The other teachers nod.
BATTLE_LOS_ANGELES_DVS31.avi	106	154	Avoiding SOMEONE's gaze, SOMEONE stares downward with a wistful smirk. He nods. With a glance at his friend, SOMEONE reaches for his file and eyes it, his chest heaves.
BATTLE_LOS_ANGELES_DVS374.avi	9	52	She nods appreciatively. SOMEONE gingerly touches a cut above his eye.
BATTLE_LOS_ANGELES_DVS467.avi	24	58	SOMEONE softly nods. He helps with the bandage.
BATTLE_LOS_ANGELES_DVS485.avi	43	68	SOMEONE meets her gaze and she nods.
BLINDDATING_DVS20.avi	11	42	SOMEONE<Larry> tensely nods and shrugs.
BLINDDATING_DVS28.avi	1	22	SOMEONE<Danny> calmly nods.
BURLESQUE_DVS85.avi	0	0	The dancers tap their heels, then nod to a neighboring stage where musicians play. One-by-one the dancers face the audience.
BURLESQUE_DVS245.avi	9	47	He nods.
CHARLIE_ST_CLOUD_DVS96.avi	0	0	Elsewhere, SOMEONE carries a crossbow to a tree trunk stump with two arrows. Plopping the weapon on the ground, he quizzically eyes SOMEONE a short distance away. The caretaker stands alone among the headstones, gesturing conversationally and nodding as if talking to someone. SOMEONE keeps his gaze locked on his boss as he uses a pair of pliers to tug a crossbow bolt out of the tree. SOMEONE nods, seemingly to no one.
CHASING_MAVERICKS_DVS534.avi	4	35	Her lips part as she nods.
CHRONICLE_DVS133.avi	0	0	As he nods off, the camera falls.
CINDERELLA_MAN_DVS193.avi	0	0	inside, he lightly taps on a door and enters a boxing club. He nods to a man in a suit and walks into the smoky lounge. SOMEONE passes businessmen at tables and makes his way to the front of the room by a bar.
CINDERELLA_MAN_DVS419.avi	12	42	Staring fearfully, the children nod. SOMEONE yanks off her apron and marches out.
CINDERELLA_MAN_DVS456.avi	21	43	He nods then looks forward.
CINDERELLA_MAN_DVS481.avi	37	92	She nods, smiling broadly. SOMEONE crosses to her and she meets him halfway. She grips his shoulders and looks into his eyes.
COLOMBIANA_DVS134.avi	12	50	She nods.
COLOMBIANA_DVS314.avi	0	0	He nods and glances around.
DEAR_JOHN_DVS71.avi	24	57	She nods, beaming.
DINNER_FOR_SCHMUCKS_DVS75.avi	11	33	he nods.
EASY_A_DVS154.avi	70	103	He nods, then waggles a finger at a scarlet A on her pink bustier.
EASY_A_DVS193.avi	1	52	She nods emphatically. SOMEONE lays a hand on her shoulder.
GET_HIM_TO_THE_GREEK_DVS17.avi	0	0	Hurls his cell out of the door then nods at the executive.
GET_HIM_TO_THE_GREEK_DVS129.avi	1	29	Lifting his brow he nods earnestly.
GET_HIM_TO_THE_GREEK_DVS140.avi	102	182	SOMEONE levels a scolding finger at SOMEONE and glances between the lovers, then nods. SOMEONE shakes his head.
GHOST_RIDER_SPIRIT_OF_VENGEANCE_DVS322.avi	1	21	He pictures the skeleton nodding at him.
GREEN_ZONE_DVS115.avi	60	80	Sitting beside the general, SOMEONE lowers his gaze. The official glances to a comrade then nods. Now SOMEONE stands, prompting the others. He nods to the official's opponent who leaves. A man with a briefcase shakes the general's hand. Outside, the departing Baptists get into a sedan and drive off.
GREEN_ZONE_DVS180.avi	29	60	She hands him her contact info and he nods.
HOW_DO_YOU_KNOW_DVS55.avi	8	57	She nods.
HOW_DO_YOU_KNOW_DVS311.avi	1	29	She nods and they share a smile.
HOW_DO_YOU_KNOW_DVS442.avi	1	27	He nods and follows her to the passenger door.
HOW_DO_YOU_KNOW_DVS710.avi	1	62	He nods, his eyes saddened.
HUGO_DVS89.avi	0	0	She nods and the man reaches his hand toward her dog.
HUGO_DVS467.avi	45	87	He smiles at the flower then nods to SOMEONE. He touches the brim of his cap.
HUGO_DVS623.avi	84	112	SOMEONE glances at SOMEONE then nods.
HUGO_DVS792.avi	0	0	He nods to the audience then bows to SOMEONE.
IDES_OF_MARCH_DVS89.avi	2	37	He nods, suppressing a grin.
IN_TIME_DVS924.avi	0	0	She nods. Meanwhile, the cruiser speeds down a nearby road.
IN_TIME_DVS934.avi	61	88	SOMEONE wipes his brow, then nods.
ITS_COMPLICATED_DVS163.avi	20	55	She nods at SOMEONE.
ITS_COMPLICATED_DVS275.avi	3	27	they nod then drive off.
ITS_COMPLICATED_DVS311.avi	4	14	She nods and leans toward him. They share a steady kiss.
ITS_COMPLICATED_DVS329.avi	102	127	As she places it in her shallow vegetable basket SOMEONE strolls into the garden. She nods irritably to herself.
ITS_COMPLICATED_DVS360.avi	96	163	SOMEONE leans heavily against an arched doorway. As SOMEONE's chest heaves she nods and lowers her tearful gaze. SOMEONE swallows, scratches the back of his head, then hurries out.
ITS_COMPLICATED_DVS413.avi	24	55	He nods at her beaming. SOMEONE smiles and looks away.
JACK_AND_JILL_DVS436.avi	1	26	She nods.
JULIE_AND_JULIA_DVS123.avi	69	100	SOMEONE stares wide-eyed at her. He shifts his gaze then nods.
JULIE_AND_JULIA_DVS462.avi	11	51	She nods again, her face solemn.
JUST_GO_WITH_IT_DVS28.avi	1	28	She nods.
JUST_GO_WITH_IT_DVS236.avi	20	109	Gazing into his eyes, SOMEONE softly nods.
KARATE_KID_DVS186.avi	1	32	She nods.
KARATE_KID_DVS548.avi	60	60	He nods and reaches for the door.
KNOCKED_UP_DVS151.avi	1	55	She nods to herself then cracks up.
MORNING_GLORY_DVS46.avi	54	95	SOMEONE lowers her gaze. She nods miserably.
MORNING_GLORY_DVS132.avi	15	29	She nods.
MORNING_GLORY_DVS232.avi	10	48	She nods off, but awakens as her head drops.
MORNING_GLORY_DVS234.avi	0	0	She nods off again.
MORNING_GLORY_DVS398.avi	1	73	She smiles at him warmly. He nods pensively and gazes ahead.
MR_POPPERS_PENGUINS_DVS30.avi	0	0	He nods to SOMEONE who turns on a fan.
MR_POPPERS_PENGUINS_DVS195.avi	16	84	She nods skeptically.
MR_POPPERS_PENGUINS_DVS580.avi	1	57	Without turning, he nods.
MR_POPPERS_PENGUINS_DVS609.avi	5	44	They nod. SOMEONE smiles sadly.
NANNY_MCPHEE_RETURNS_DVS339.avi	154	154	Cyril's lips purse into an uncertain smirk. His father flashes a hint of a smile, then nods.
NANNY_MCPHEE_RETURNS_DVS390.avi	63	127	He holds his mother's gaze. She nods tearfully.
NO_STRINGS_ATTACHED_DVS344.avi	46	77	she nods.
PARENTAL_GUIDANCE_DVS252.avi	1	27	He nods.
PARENTAL_GUIDANCE_DVS349.avi	2	51	SOMEONE slowly nods.
SALT_DVS18.avi	1	29	He nods toward an unshaven man.
SALT_DVS363.avi	0	0	To our family, sister. The man beside him nods to her.
SALT_DVS482.avi	0	0	A tiny smile touches SOMEONE's lips and he nods. As he turns from the window, he spots a news report on the monitor. A caption underneath footage of Matveyev reads, Russian President alive.
SANCTUM_DVS30.avi	20	81	She nods.
SANCTUM_DVS417.avi	45	91	SOMEONE's lips spread into a smile and he nods.
SORCERERS_APPRENTICE_DVS87.avi	1	22	She nods.
SORCERERS_APPRENTICE_DVS144.avi	96	145	SOMEONE holds SOMEONE's gaze. The young man shifts his eyes, then nods.
SORCERERS_APPRENTICE_DVS162.avi	71	109	Two spectators stare curiously at SOMEONE and he nods at SOMEONE.
SPARKLE_2012_DVS394.avi	11	71	SOMEONE<Sparkle> gives a little nod.
SPARKLE_2012_DVS461.avi	1	101	He nods his head several times.
SPARKLE_2012_DVS547.avi	0	0	She nods and heads down a hall.
THE_BIG_YEAR_DVS190.avi	8	105	Lowering the glass, he nods.
THE_BOUNTY_HUNTER_DVS398.avi	110	110	Staring at her intently, he nods.
THE_CALL_DVS172.avi	30	92	She nods to her friend and they both face their terminals.
THE_CALL_DVS199.avi	31	107	Resting her chin in her hand and keeping her eyes on the city, she nods.
THE_CALL_DVS203.avi	1	45	She nods.
THE_DESCENDANTS_DVS35.avi	1	32	She nods emphatically.
THE_DESCENDANTS_DVS39.avi	1	36	She nods plainly. SOMEONE<Matt> wears a nonplussed smile, then walks his daughter to their car.
THE_DESCENDANTS_DVS721.avi	1	61	and he nods sadly.
THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS601.avi	0	0	SOMEONE vigorously nods his head.
THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1259.avi	12	41	He nods.
THE_GUILT_TRIP_DVS159.avi	0	0	After a moment, a small smile forms on SOMEONE's lips, and she nods slightly to herself.
THE_SITTER_DVS131.avi	1	28	She turns to him tearfully and he nods. He gives her a kind look.
THE_SOCIAL_NETWORK_DVS84.avi	10	64	SOMEONE nod.
THE_VOW_DVS62.avi	8	38	She nods and he grins brightly.
THE_VOW_DVS700.avi	10	45	She nods then lifts her eyes to the falling snow.
THE_WATCH_DVS433.avi	0	0	They nod to her and leave.
THIS_MEANS_WAR_DVS367.avi	114	139	SOMEONE gives a shock gape then nods and smiles politely.
THOR_DVS425.avi	63	98	SOMEONE blinks at SOMEONE then nods.
THOR_DVS428.avi	0	0	The men nod to one another then drink.
TOOTH_FAIRY_DVS572.avi	1	51	SOMEONE drops his gaze and works his lips. He nods. They share a chuckle.
TOOTH_FAIRY_DVS892.avi	1	53	Smiling tearfully, she nods.
TRUE_GRIT_DVS521.avi	0	0	She nods at her hand which he grasps.
UGLY_TRUTH_DVS355.avi	1	56	She nods. SOMEONE<Mike> sits a few rows up.
UGLY_TRUTH_DVS367.avi	1	29	She nods and raises the hot dog.
WE_BOUGHT_A_ZOO_DVS275.avi	77	108	Her father looks to Spar, then nods resolutely.
WE_BOUGHT_A_ZOO_DVS420.avi	109	130	He lifts his excited gaze to SOMEONE. Struggling to remain composed, she nods.
WE_BOUGHT_A_ZOO_DVS803.avi	1	18	She nods. He gazes at her.
WHATS_YOUR_NUMBER_DVS354.avi	60	77	She gives a man standing guard a little nod, then heads further in.
WHATS_YOUR_NUMBER_DVS435.avi	56	69	Taking off his socks, he nods.
WHATS_YOUR_NUMBER_DVS485.avi	1	46	She nods.
XMEN_FIRST_CLASS_DVS926.avi	3	56	He nods.
XMEN_FIRST_CLASS_DVS1029.avi	12	57	He nods.
YOUNG_ADULT_DVS119.avi	4	56	He nods.
YOUNG_ADULT_DVS255.avi	24	72	SOMEONE points to SOMEONE's crotch. Furrowing his brow, he nods.
ZOMBIELAND_DVS467.avi	3	38	They nod.
ZOMBIELAND_DVS529.avi	8	72	He nods. Gradually, in tiny starts and stops, their faces come closer and closer together.
ZOOKEEPER_DVS351.avi	12	81	Under SOMEONE's firm gaze, Shane swallows hard then nods. He returns a can of pepper spray to its holder on a.
