21_JUMP_STREET_DVS334.avi	74	86	Now at the police firing range, the two cops shoot at a cutout depicting a gunman using a woman as a human shield.
A_GOOD_DAY_TO_DIE_HARD_DVS380.avi	80	96	He fires on the men, as his son crawls with SOMEONE across the floor. The intruders drop under the gunfire, but more stream in behind them. Scrambling into the next room, SOMEONE hits a button. A blast consumes the entryway landing, taking several men with it.
A_GOOD_DAY_TO_DIE_HARD_DVS515.avi	0	0	A man fires at SOMEONE, hitting his blonde comrade.
A_GOOD_DAY_TO_DIE_HARD_DVS523.avi	39	59	The Americans get on their backs and fire up at them.
A_GOOD_DAY_TO_DIE_HARD_DVS797.avi	195	202	SOMEONE quickly fires, then retracts behind a cement pillar. As the bald shirtless thug fires wildly, bullets pierce the hoses, spraying chemicals into the air.
A_GOOD_DAY_TO_DIE_HARD_DVS798.avi	9	12	SOMEONE returns fire.
A_GOOD_DAY_TO_DIE_HARD_DVS815.avi	6	12	SOMEONE returns fire from behind the pillar. The forklift comes to rest beside the thug, and he notices the grenade. SOMEONE covers his head.
A_GOOD_DAY_TO_DIE_HARD_DVS836.avi	0	0	As SOMEONE returns fire, a bullet strikes his vest, knocking him down. SOMEONE blindly fires.
A_GOOD_DAY_TO_DIE_HARD_DVS838.avi	0	0	There is a small arms fire coming from the roof. The chopper hovers toward the roof. Through a small window, SOMEONE peers into the cockpit at SOMEONE and the pilot. He grabs the steel handle and tugs. Stepping back, SOMEONE aims at the door.
A_THOUSAND_WORDS_DVS134.avi	0	0	SOMEONE holds his hand like a gun, points at his own head, then mimics firing several shots.
ABRAHAM_LINCOLN_VAMPIRE_HUNTER_DVS438.avi	11	57	As a canon fires, words appear: Fort Sumter, 1861. Within the fort, Union and Confederate troops clash in a chaotic battle as smoke fills the air. A bearded Union General leads a charge. Now, the wall of a toy fort topples as a young boy plays in the Oval Office.
ABRAHAM_LINCOLN_VAMPIRE_HUNTER_DVS510.avi	122	135	Union soldiers fire the canons from a high ridge.
ABRAHAM_LINCOLN_VAMPIRE_HUNTER_DVS511.avi	50	72	As a cannonball touches down with a stories high blast, Confederate soldier march straight towards it. A row of cannon barrels amid smoke and sparks as they fire. In the infantry below, a thin Union soldier clutches a photo of a woman as he stands by the bearded General.
ABRAHAM_LINCOLN_VAMPIRE_HUNTER_DVS593.avi	112	129	He fires a gun in each hand then scrambles free.
ABRAHAM_LINCOLN_VAMPIRE_HUNTER_DVS665.avi	169	199	Amid the chaos of battle, a soldier stabs the top of a vampire's head, then pulls his blade out and runs on. A line of cannons fire and a number of explosions erupt across the battlefield. One rips a vampire apart.
BATTLE_LOS_ANGELES_DVS200.avi	56	56	The hole in the wall, firing wildly. Staring outside, he backs up to the laundry room door and feels for its knob. He opens it and then hurries outside. Meanwhile, SOMEONE leads his group into the apartment complex.
BATTLE_LOS_ANGELES_DVS641.avi	101	123	As an alien steps near, he fires.
BIG_MOMMAS_LIKE_FATHER_LIKE_SON_DVS620.avi	134	149	SOMEONE shoots at SOMEONE, who leaps behind the librarian's desk, then fires at SOMEONE and SOMEONE. They race away.
BIG_MOMMAS_LIKE_FATHER_LIKE_SON_DVS652.avi	79	79	A Taser fires its electrodes.
CAPTAIN_AMERICA_DVS233.avi	0	0	SOMEONE skids onto a road running parallel to the waterfront, then fires his pistol straight up through the cab's roof.
CAPTAIN_AMERICA_DVS236.avi	0	0	Carrying the boy, SOMEONE runs down an alley, then fires back at SOMEONE as he ducks behind a metal tank.
CAPTAIN_AMERICA_DVS273.avi	0	0	In the finished movie, SOMEONE blocks bullets with his arrowhead-shaped shield, then fires a machine gun as he leads a squad of soldiers into battle. Sitting in an audience, SOMEONE grins as people around him cheer. Later, he signs an autograph for a boy backstage, then pauses as a blonde woman steps up to him.
CAPTAIN_AMERICA_DVS332.avi	0	0	Dugan drives forward as a gunner fires a blaster mounted on the top of the armored vehicle.
CAPTAIN_AMERICA_DVS333.avi	0	0	Inside the facility, escaped prisoners fire on a group of guards as explosions rip through the compound.
CAPTAIN_AMERICA_DVS438.avi	0	0	Later, wearing a new Captain America uniform and mask, SOMEONE picks up the round shield painted with a white star inside a blue circle surrounded by red and white bands. SOMEONE hold the shield in front of himself as he and his squad members barge into a factory, firing their weapons.
CAPTAIN_AMERICA_DVS475.avi	0	0	In his compartment, SOMEONE leans out from behind the crates and returns fire with a pistol.
CAPTAIN_AMERICA_DVS516.avi	0	0	SOMEONE pushes a button, firing missiles which destroy the tank.
CAPTAIN_AMERICA_DVS518.avi	0	0	Troopers fire at him with blasters.
CAPTAIN_AMERICA_DVS540.avi	0	0	SOMEONE carries a machine gun as she runs alongside the advancing soldiers. Hydra guards and troopers fire blaster weapons, incinerating some soldiers as they approach the base.
